Year,Ceremony,Award,Winner,Name,Film,,,
1992,65,Writing (Screenplay Written Directly for the Screen),,Woody Allen,Husbands and Wives ,,,
1992,65,Writing (Screenplay Written Directly for the Screen),,"George Miller, Nick Enright",Lorenzo's Oil ,,,
1992,65,Writing (Screenplay Written Directly for the Screen),,John Sayles,Passion Fish ,,,
1992,65,Writing (Screenplay Written Directly for the Screen),,David Webb Peoples,Unforgiven ,,,
1992,65,Jean Hersholt Humanitarian Award,1,Audrey Hepburn,,,,
1992,65,Jean Hersholt Humanitarian Award,1,Elizabeth Taylor,,,,
1992,65,Honorary Award,1,Federico Fellini,,,,
1992,65,Gordon E. Sawyer Award,1,Erich Kaestner,,,,
1992,65,Award of Commendation,1,The International Alliance of Theatrical Stage Employees,,,,
1992,65,Medal of Commendation,1,Petro Vlahos,,,,
1993,66,Actor in a Leading Role,,Daniel Day-Lewis,In the Name of the Father,,,
1993,66,Actor in a Leading Role,,Laurence Fishburne,What's Love Got to Do with It,,,
1993,66,Actor in a Leading Role,1,Tom Hanks,Philadelphia,,,
1993,66,Actor in a Leading Role,,Anthony Hopkins,The Remains of the Day,,,
1993,66,Actor in a Leading Role,,Liam Neeson,Schindler's List,,,
1993,66,Actor in a Supporting Role,,Leonardo DiCaprio,What's Eating Gilbert Grape,,,
1993,66,Actor in a Supporting Role,,Ralph Fiennes,Schindler's List,,,
1993,66,Actor in a Supporting Role,1,Tommy Lee Jones,The Fugitive,,,
1993,66,Actor in a Supporting Role,,John Malkovich,In the Line of Fire,,,
1993,66,Actor in a Supporting Role,,Pete Postlethwaite,In the Name of the Father,,,
1993,66,Actress in a Leading Role,,Angela Bassett,What's Love Got to Do with It,,,
1993,66,Actress in a Leading Role,,Stockard Channing,Six Degrees of Separation,,,
1993,66,Actress in a Leading Role,1,Holly Hunter,The Piano,,,
1993,66,Actress in a Leading Role,,Emma Thompson,The Remains of the Day,,,
1993,66,Actress in a Leading Role,,Debra Winger,Shadowlands,,,
1993,66,Actress in a Supporting Role,,Holly Hunter,The Firm,,,
1993,66,Actress in a Supporting Role,1,Anna Paquin,The Piano,,,
1993,66,Actress in a Supporting Role,,Rosie Perez,Fearless,,,
1993,66,Actress in a Supporting Role,,Winona Ryder,The Age of Innocence,,,
1993,66,Actress in a Supporting Role,,Emma Thompson,In the Name of the Father,,,
1993,66,Art Direction,,Art Direction: Ken Adam,Addams Family Values , Set Decoration: Marvin March,,
1993,66,Art Direction,,Art Direction: Dante Ferretti,The Age of Innocence , Set Decoration: Robert J. Franco,,
1993,66,Art Direction,,"Art Direction: Ben Van Os, Jan Roelfs",Orlando ,,,
1993,66,Art Direction,,Art Direction: Luciana Arrighi,The Remains of the Day , Set Decoration: Ian Whittaker,,
1993,66,Art Direction,1,Art Direction: Allan Starski,Schindler's List , Set Decoration: Ewa Braun,,
1993,66,Cinematography,,Gu Changwei,Farewell My Concubine ,,,
1993,66,Cinematography,,Michael Chapman,The Fugitive ,,,
1993,66,Cinematography,,Stuart Dryburgh,The Piano ,,,
1993,66,Cinematography,1,Janusz Kaminski,Schindler's List ,,,
1993,66,Cinematography,,Conrad L. Hall,Searching for Bobby Fischer ,,,
1993,66,Costume Design,1,Gabriella Pescucci,The Age of Innocence ,,,
1993,66,Costume Design,,Sandy Powell,Orlando ,,,
1993,66,Costume Design,,Janet Patterson,The Piano ,,,
1993,66,Costume Design,,"Jenny Beavan, John Bright",The Remains of the Day ,,,
1993,66,Costume Design,,Anna Biedrzycka-Sheppard,Schindler's List ,,,
1993,66,Directing,,Jim Sheridan,In the Name of the Father ,,,
1993,66,Directing,,Jane Campion,The Piano ,,,
1993,66,Directing,,James Ivory,The Remains of the Day ,,,
1993,66,Directing,1,Steven Spielberg,Schindler's List ,,,
1993,66,Directing,,Robert Altman,Short Cuts ,,,
1993,66,Documentary (Feature),,"David Paperny, Arthur Ginsberg",The Broadcast Tapes of Dr. Peter ,,,
1993,66,Documentary (Feature),,"Susan Todd, Andrew Young",Children of Fate ,,,
1993,66,Documentary (Feature),,"David Collier, Betsy Thompson",For Better or for Worse ,,,
1993,66,Documentary (Feature),1,"Susan Raymond, Alan Raymond",I Am a Promise: The Children of Stanton Elementary School ,,,
1993,66,Documentary (Feature),,"D.A. Pennebaker, Chris Hegedus",The War Room ,,,
1993,66,Documentary (Short Subject),,"Steven Cantor, Peter Spirer",Blood Ties: The Life and Work of Sally Mann ,,,
1993,66,Documentary (Short Subject),,"Elaine Holliman, Jason Schneider",Chicks in White Satin ,,,
1993,66,Documentary (Short Subject),1,"Margaret Lazarus, Renner Wunderlich",Defending Our Lives ,,,
1993,66,Film Editing,,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",The Fugitive ,,,
1993,66,Film Editing,,Anne V. Coates,In the Line of Fire ,,,
1993,66,Film Editing,,Gerry Hambling,In the Name of the Father ,,,
1993,66,Film Editing,,Veronika Jenet,The Piano ,,,
1993,66,Film Editing,1,Michael Kahn,Schindler's List ,,,
1993,66,Foreign Language Film,1,Spain,Belle Epoque ,,,
1993,66,Foreign Language Film,,Hong Kong,Farewell My Concubine ,,,
1993,66,Foreign Language Film,,United Kingdom,Hedd Wyn ,,,
1993,66,Foreign Language Film,,Vietnam,The Scent of Green Papaya ,,,
1993,66,Foreign Language Film,,Taiwan,The Wedding Banquet ,,,
1993,66,Makeup,1,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire ,,,
1993,66,Makeup,,"Carl Fullerton, Alan D'Angerio",Philadelphia ,,,
1993,66,Makeup,,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List ,,,
1993,66,Music (Original Score),,Elmer Bernstein,The Age of Innocence ,,,
1993,66,Music (Original Score),,Dave Grusin,The Firm ,,,
1993,66,Music (Original Score),,James Newton Howard,The Fugitive ,,,
1993,66,Music (Original Score),,Richard Robbins,The Remains of the Day ,,,
1993,66,Music (Original Score),1,John Williams,Schindler's List ,,,
1993,66,Music (Original Song),,"Music and Lyric by Janet Jackson, James Harris III and Terry Lewis","""Again"" from Poetic Justice",,,
1993,66,Music (Original Song),,"Music and Lyric by Carole Bayer Sager, James Ingram and Clif Magness","""The Day I Fall In Love"" from Beethoven's 2nd",,,
1993,66,Music (Original Song),,Music and Lyric by Neil Young,"""Philadelphia"" from Philadelphia",,,
1993,66,Music (Original Song),1,Music and Lyric by Bruce Springsteen,"""Streets Of Philadelphia"" from Philadelphia",,,
1993,66,Music (Original Song),,Music by Marc Shaiman,"""A Wink And A Smile"" from Sleepless in Seattle", Lyric by Ramsey McLean,,
1993,66,Best Picture,,"Arnold Kopelson, Producer",The Fugitive ,,,
1993,66,Best Picture,,"Jim Sheridan, Producer",In the Name of the Father ,,,
1993,66,Best Picture,,"Jan Chapman, Producer",The Piano ,,,
1993,66,Best Picture,,"Mike Nichols, John Calley and Ismail Merchant, Producers",The Remains of the Day ,,,
1993,66,Best Picture,1,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List ,,,
1993,66,Short Film (Animated),,Stephen Palmer,Blindscape ,,,
1993,66,Short Film (Animated),,"Frédéric Back, Hubert Tison",The Mighty River ,,,
1993,66,Short Film (Animated),,"Bob Godfrey, Kevin Baldwin",Small Talk ,,,
1993,66,Short Film (Animated),,Mark Baker,The Village ,,,
1993,66,Short Film (Animated),1,Nick Park,The Wrong Trousers ,,,
1993,66,Short Film (Live Action),1,Pepe Danquart,Black Rider (Schwarzfahrer) ,,,
1993,66,Short Film (Live Action),,"Stacy Title, Jonathan Penner",Down on the Waterfront ,,,
1993,66,Short Film (Live Action),,"Susan Seidelman, Jonathan Brett",The Dutch Master ,,,
1993,66,Short Film (Live Action),,"Peter Weller, Jana Sue Memel",Partners ,,,
1993,66,Short Film (Live Action),,Didier Flamand,The Screw (La Vis) ,,,
1993,66,Sound,,"Michael Minkler, Bob Beemer, Tim Cooney",Cliffhanger ,,,
1993,66,Sound,,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Scott D. Smith",The Fugitive ,,,
1993,66,Sound,,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff",Geronimo: An American Legend ,,,
1993,66,Sound,1,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park ,,,
1993,66,Sound,,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List ,,,
1993,66,Sound Effects Editing,,"Wylie Stateman, Gregg Baxter",Cliffhanger ,,,
1993,66,Sound Effects Editing,,"John Leveque, Bruce Stambler",The Fugitive ,,,
1993,66,Sound Effects Editing,1,"Gary Rydstrom, Richard Hymns",Jurassic Park ,,,
1993,66,Visual Effects,,"Neil Krepela, John Richardson, John Bruno, Pamela Easley",Cliffhanger ,,,
1993,66,Visual Effects,1,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park ,,,
1993,66,Visual Effects,,"Pete Kozachik, Eric Leighton, Ariel Velasco Shaw, Gordon Baker",The Nightmare before Christmas ,,,
1993,66,Writing (Screenplay Based on Material Previously Produced or Published),,"Jay Cocks, Martin Scorsese",The Age of Innocence ,,,
1993,66,Writing (Screenplay Based on Material Previously Produced or Published),,"Terry George, Jim Sheridan",In the Name of the Father ,,,
1993,66,Writing (Screenplay Based on Material Previously Produced or Published),,Ruth Prawer Jhabvala,The Remains of the Day ,,,
1993,66,Writing (Screenplay Based on Material Previously Produced or Published),1,Steven Zaillian,Schindler's List ,,,
1993,66,Writing (Screenplay Based on Material Previously Produced or Published),,William Nicholson,Shadowlands ,,,
1993,66,Writing (Screenplay Written Directly for the Screen),,Gary Ross,Dave ,,,
1993,66,Writing (Screenplay Written Directly for the Screen),,Jeff Maguire,In the Line of Fire ,,,
1993,66,Writing (Screenplay Written Directly for the Screen),,Ron Nyswaner,Philadelphia ,,,
1993,66,Writing (Screenplay Written Directly for the Screen),1,Jane Campion,The Piano ,,,
1993,66,Writing (Screenplay Written Directly for the Screen),,"Screenplay by Nora Ephron, David S. Ward, Jeff Arch; Story by Jeff Arch",Sleepless in Seattle ,,,
1993,66,Jean Hersholt Humanitarian Award,1,Paul Newman,,,,
1993,66,Honorary Award,1,Deborah Kerr,,,,
1993,66,Gordon E. Sawyer Award,1,Petro Vlahos,,,,
1994,67,Actor in a Leading Role,,Morgan Freeman,The Shawshank Redemption,,,
1994,67,Actor in a Leading Role,1,Tom Hanks,Forrest Gump,,,
1994,67,Actor in a Leading Role,,Nigel Hawthorne,The Madness of King George,,,
1994,67,Actor in a Leading Role,,Paul Newman,Nobody's Fool,,,
1994,67,Actor in a Leading Role,,John Travolta,Pulp Fiction,,,
1994,67,Actor in a Supporting Role,,Samuel L. Jackson,Pulp Fiction,,,
1994,67,Actor in a Supporting Role,1,Martin Landau,Ed Wood,,,
1994,67,Actor in a Supporting Role,,Chazz Palminteri,Bullets over Broadway,,,
1994,67,Actor in a Supporting Role,,Paul Scofield,Quiz Show,,,
1994,67,Actor in a Supporting Role,,Gary Sinise,Forrest Gump,,,
1994,67,Actress in a Leading Role,,Jodie Foster,Nell,,,
1994,67,Actress in a Leading Role,1,Jessica Lange,Blue Sky,,,
1994,67,Actress in a Leading Role,,Miranda Richardson,Tom & Viv,,,
1994,67,Actress in a Leading Role,,Winona Ryder,Little Women,,,
1994,67,Actress in a Leading Role,,Susan Sarandon,The Client,,,
1994,67,Actress in a Supporting Role,,Rosemary Harris,Tom & Viv,,,
1994,67,Actress in a Supporting Role,,Helen Mirren,The Madness of King George,,,
1994,67,Actress in a Supporting Role,,Uma Thurman,Pulp Fiction,,,
1994,67,Actress in a Supporting Role,,Jennifer Tilly,Bullets over Broadway,,,
1994,67,Actress in a Supporting Role,1,Dianne Wiest,Bullets over Broadway,,,
1994,67,Art Direction,,Art Direction: Santo Loquasto,Bullets over Broadway , Set Decoration: Susan Bode,,
1994,67,Art Direction,,Art Direction: Rick Carter,Forrest Gump , Set Decoration: Nancy Haigh,,
1994,67,Art Direction,,Art Direction: Dante Ferretti,Interview with the Vampire , Set Decoration: Francesca Lo Schiavo,,
1994,67,Art Direction,,Art Direction: Lilly Kilvert,Legends of the Fall , Set Decoration: Dorree Cooper,,
1994,67,Art Direction,1,Art Direction: Ken Adam,The Madness of King George , Set Decoration: Carolyn Scott,,
1994,67,Cinematography,,Don Burgess,Forrest Gump ,,,
1994,67,Cinematography,1,John Toll,Legends of the Fall ,,,
1994,67,Cinematography,,Piotr Sobocinski,Red ,,,
1994,67,Cinematography,,Roger Deakins,The Shawshank Redemption ,,,
1994,67,Cinematography,,Owen Roizman,Wyatt Earp ,,,
1994,67,Costume Design,1,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert ",,,
1994,67,Costume Design,,Jeffrey Kurland,Bullets over Broadway ,,,
1994,67,Costume Design,,Colleen Atwood,Little Women ,,,
1994,67,Costume Design,,April Ferry,Maverick ,,,
1994,67,Costume Design,,Moidele Bickel,Queen Margot ,,,
1994,67,Directing,,Woody Allen,Bullets over Broadway ,,,
1994,67,Directing,1,Robert Zemeckis,Forrest Gump ,,,
1994,67,Directing,,Quentin Tarantino,Pulp Fiction ,,,
1994,67,Directing,,Robert Redford,Quiz Show ,,,
1994,67,Directing,,Krzysztof Kieslowski,Red ,,,
1994,67,Documentary (Feature),,Deborah Hoffmann,Complaints of a Dutiful Daughter ,,,
1994,67,Documentary (Feature),,Charles Guggenheim,D-Day Remembered ,,,
1994,67,Documentary (Feature),,"Connie Field, Marilyn Mulford",Freedom on My Mind ,,,
1994,67,Documentary (Feature),,Jean Bach,A Great Day in Harlem ,,,
1994,67,Documentary (Feature),1,"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision ,,,
1994,67,Documentary (Short Subject),,"Vince DiPersio, Bill Guttentag",Blues Highway ,,,
1994,67,Documentary (Short Subject),,Marcel Lozinski,89mm od Europy (89mm from Europe) ,,,
1994,67,Documentary (Short Subject),,Robert Richter,School of Assassins ,,,
1994,67,Documentary (Short Subject),,"Dee Mosbacher, Frances Reid",Straight from the Heart ,,,
1994,67,Documentary (Short Subject),1,Charles Guggenheim,A Time for Justice ,,,
1994,67,Film Editing,1,Arthur Schmidt,Forrest Gump ,,,
1994,67,Film Editing,,"Frederick Marx, Steve James, Bill Haugse",Hoop Dreams ,,,
1994,67,Film Editing,,Sally Menke,Pulp Fiction ,,,
1994,67,Film Editing,,Richard Francis-Bruce,The Shawshank Redemption ,,,
1994,67,Film Editing,,John Wright,Speed ,,,
1994,67,Foreign Language Film,,The Former Yugoslav Republic of Macedonia,Before the Rain ,,,
1994,67,Foreign Language Film,1,Russia,Burnt by the Sun ,,,
1994,67,Foreign Language Film,,Taiwan,Eat Drink Man Woman ,,,
1994,67,Foreign Language Film,,Belgium,Farinelli: Il Castrato ,,,
1994,67,Foreign Language Film,,Cuba,Strawberry and Chocolate ,,,
1994,67,Makeup,1,"Rick Baker, Ve Neill, Yolanda Toussieng",Ed Wood ,,,
1994,67,Makeup,,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",Forrest Gump ,,,
1994,67,Makeup,,"Daniel Parker, Paul Engelen, Carol Hemming",Mary Shelley's Frankenstein ,,,
1994,67,Music (Original Score),,Alan Silvestri,Forrest Gump ,,,
1994,67,Music (Original Score),,Elliot Goldenthal,Interview with the Vampire ,,,
1994,67,Music (Original Score),1,Hans Zimmer,The Lion King ,,,
1994,67,Music (Original Score),,Thomas Newman,Little Women ,,,
1994,67,Music (Original Score),,Thomas Newman,The Shawshank Redemption ,,,
1994,67,Music (Original Song),1,Music by Elton John,"""Can You Feel The Love Tonight"" from The Lion King", Lyric by Tim Rice,,
1994,67,Music (Original Song),,Music by Elton John,"""Circle Of Life"" from The Lion King", Lyric by Tim Rice,,
1994,67,Music (Original Song),,Music by Elton John,"""Hakuna Matata"" from The Lion King", Lyric by Tim Rice,,
1994,67,Music (Original Song),,"Music and Lyric by Carole Bayer Sager, James Newton Howard, James Ingram and Patty Smyth","""Look What Love Has Done"" from Junior",,,
1994,67,Music (Original Song),,Music and Lyric by Randy Newman,"""Make Up Your Mind"" from The Paper",,,
1994,67,Best Picture,1,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",Forrest Gump ,,,
1994,67,Best Picture,,"Duncan Kenworthy, Producer",Four Weddings and a Funeral ,,,
1994,67,Best Picture,,"Lawrence Bender, Producer",Pulp Fiction ,,,
1994,67,Best Picture,,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",Quiz Show ,,,
1994,67,Best Picture,,"Niki Marvin, Producer",The Shawshank Redemption ,,,
1994,67,Short Film (Animated),,"Tim Watts, David Stoten",The Big Story ,,,
1994,67,Short Film (Animated),1,"Alison Snowden, David Fine",Bob's Birthday ,,,
1994,67,Short Film (Animated),,Vanessa Schwartz,The Janitor ,,,
1994,67,Short Film (Animated),,Michael Dudok de Wit,The Monk and the Fish ,,,
1994,67,Short Film (Animated),,Erica Russell,Triangle ,,,
1994,67,Short Film (Live Action),1,"Peter Capaldi, Ruth Kenley-Letts",Franz Kafka's It's a Wonderful Life ,,,
1994,67,Short Film (Live Action),,"Sean Astin, Christine Astin",Kangaroo Court ,,,
1994,67,Short Film (Live Action),,"JoBeth Williams, Michele McGuire",On Hope ,,,
1994,67,Short Film (Live Action),,"Paul Unwin, Nick Vivian",Syrup ,,,
1994,67,Short Film (Live Action),1,"Peggy Rajski, Randy Stone",Trevor ,,,
1994,67,Sound,,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Arthur Rochester",Clear and Present Danger ,,,
1994,67,Sound,,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Forrest Gump ,,,
1994,67,Sound,,"Paul Massey, David Campbell, Christopher David, Douglas Ganton",Legends of the Fall ,,,
1994,67,Sound,,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton",The Shawshank Redemption ,,,
1994,67,Sound,1,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed ,,,
1994,67,Sound Effects Editing,,"Bruce Stambler, John Leveque",Clear and Present Danger ,,,
1994,67,Sound Effects Editing,,"Gloria S. Borders, Randy Thom",Forrest Gump ,,,
1994,67,Sound Effects Editing,1,Stephen Hunter Flick,Speed ,,,
1994,67,Visual Effects,1,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",Forrest Gump ,,,
1994,67,Visual Effects,,"Scott Squires, Steve Williams, Tom Bertino, Jon Farhat",The Mask ,,,
1994,67,Visual Effects,,"John Bruno, Thomas L. Fisher, Jacques Stroweis, Patrick McClung",True Lies ,,,
1994,67,Writing (Screenplay Based on Material Previously Produced or Published),1,Eric Roth,Forrest Gump ,,,
1994,67,Writing (Screenplay Based on Material Previously Produced or Published),,Alan Bennett,The Madness of King George ,,,
1994,67,Writing (Screenplay Based on Material Previously Produced or Published),,Robert Benton,Nobody's Fool ,,,
1994,67,Writing (Screenplay Based on Material Previously Produced or Published),,Paul Attanasio,Quiz Show ,,,
1994,67,Writing (Screenplay Based on Material Previously Produced or Published),,Frank Darabont,The Shawshank Redemption ,,,
1994,67,Writing (Screenplay Written Directly for the Screen),,"Woody Allen, Douglas McGrath",Bullets over Broadway ,,,
1994,67,Writing (Screenplay Written Directly for the Screen),,Richard Curtis,Four Weddings and a Funeral ,,,
1994,67,Writing (Screenplay Written Directly for the Screen),,"Frances Walsh, Peter Jackson",Heavenly Creatures ,,,
1994,67,Writing (Screenplay Written Directly for the Screen),1,Screenplay by Quentin Tarantino,Pulp Fiction , Stories by Quentin Tarantino & Roger Avary,,
1994,67,Writing (Screenplay Written Directly for the Screen),,"Krzysztof Piesiewicz, Krzysztof Kieslowski",Red ,,,
1994,67,Jean Hersholt Humanitarian Award,1,Quincy Jones,,,,
1994,67,Honorary Award,1,Michelangelo Antonioni,,,,
1994,67,Irving G. Thalberg Memorial Award,1,Clint Eastwood,,,,
1994,67,Medal of Commendation,1,John A. Bonner,,,,
1995,68,Actor in a Leading Role,1,Nicolas Cage,Leaving Las Vegas,,,
1995,68,Actor in a Leading Role,,Richard Dreyfuss,Mr. Holland's Opus,,,
1995,68,Actor in a Leading Role,,Anthony Hopkins,Nixon,,,
1995,68,Actor in a Leading Role,,Sean Penn,Dead Man Walking,,,
1995,68,Actor in a Leading Role,,Massimo Troisi,The Postman (Il Postino),,,
1995,68,Actor in a Supporting Role,,James Cromwell,Babe,,,
1995,68,Actor in a Supporting Role,,Ed Harris,Apollo 13,,,
1995,68,Actor in a Supporting Role,,Brad Pitt,12 Monkeys,,,
1995,68,Actor in a Supporting Role,,Tim Roth,Rob Roy,,,
1995,68,Actor in a Supporting Role,1,Kevin Spacey,The Usual Suspects,,,
1995,68,Actress in a Leading Role,1,Susan Sarandon,Dead Man Walking,,,
1995,68,Actress in a Leading Role,,Elisabeth Shue,Leaving Las Vegas,,,
1995,68,Actress in a Leading Role,,Sharon Stone,Casino,,,
1995,68,Actress in a Leading Role,,Meryl Streep,The Bridges of Madison County,,,
1995,68,Actress in a Leading Role,,Emma Thompson,Sense and Sensibility,,,
1995,68,Actress in a Supporting Role,,Joan Allen,Nixon,,,
1995,68,Actress in a Supporting Role,,Kathleen Quinlan,Apollo 13,,,
1995,68,Actress in a Supporting Role,1,Mira Sorvino,Mighty Aphrodite,,,
1995,68,Actress in a Supporting Role,,Mare Winningham,Georgia,,,
1995,68,Actress in a Supporting Role,,Kate Winslet,Sense and Sensibility,,,
1995,68,Art Direction,,Art Direction: Michael Corenblith,Apollo 13 , Set Decoration: Merideth Boswell,,
1995,68,Art Direction,,Art Direction: Roger Ford,Babe , Set Decoration: Kerrie Brown,,
1995,68,Art Direction,,Art Direction: Bo Welch,A Little Princess , Set Decoration: Cheryl Carasik,,
1995,68,Art Direction,1,Eugenio Zanetti,Restoration ,,,
1995,68,Art Direction,,Tony Burrough,Richard III ,,,
1995,68,Cinematography,,Stephen Goldblatt,Batman Forever ,,,
1995,68,Cinematography,1,John Toll,Braveheart ,,,
1995,68,Cinematography,,Emmanuel Lubezki,A Little Princess ,,,
1995,68,Cinematography,,Michael Coulter,Sense and Sensibility ,,,
1995,68,Cinematography,,Lu Yue,Shanghai Triad ,,,
1995,68,Costume Design,,Charles Knode,Braveheart ,,,
1995,68,Costume Design,1,James Acheson,Restoration ,,,
1995,68,Costume Design,,Shuna Harwood,Richard III ,,,
1995,68,Costume Design,,"Jenny Beavan, John Bright",Sense and Sensibility ,,,
1995,68,Costume Design,,Julie Weiss,12 Monkeys ,,,
1995,68,Directing,,Chris Noonan,Babe ,,,
1995,68,Directing,1,Mel Gibson,Braveheart ,,,
1995,68,Directing,,Tim Robbins,Dead Man Walking ,,,
1995,68,Directing,,Mike Figgis,Leaving Las Vegas ,,,
1995,68,Directing,,Michael Radford,The Postman (Il Postino) ,,,
1995,68,Documentary (Feature),1,Jon Blair,Anne Frank Remembered ,,,
1995,68,Documentary (Feature),,"Thomas Lennon, Michael Epstein",The Battle over Citizen Kane ,,,
1995,68,Documentary (Feature),,"Allan Miller, Walter Scheuer",Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program ,,,
1995,68,Documentary (Feature),,"Mike Tollin, Fredric Golding",Hank Aaron: Chasing the Dream ,,,
1995,68,Documentary (Feature),,"Jeanne Jordan, Steven Ascher",Troublesome Creek: A Midwestern ,,,
1995,68,Documentary (Short Subject),,"Nancy Dine, Richard Stilwell",Jim Dine: A Self-Portrait on the Walls ,,,
1995,68,Documentary (Short Subject),,"Greg MacGillivray, Alec Lorimore",The Living Sea ,,,
1995,68,Documentary (Short Subject),,"Terry Sanders, Freida Lee Mock",Never Give Up: The 20th Century Odyssey of Herbert Zipper ,,,
1995,68,Documentary (Short Subject),1,Kary Antholis,One Survivor Remembers ,,,
1995,68,Documentary (Short Subject),,Charles Guggenheim,The Shadow of Hate ,,,
1995,68,Film Editing,1,"Mike Hill, Dan Hanley",Apollo 13 ,,,
1995,68,Film Editing,,"Marcus D'Arcy, Jay Friedkin",Babe ,,,
1995,68,Film Editing,,Steven Rosenblum,Braveheart ,,,
1995,68,Film Editing,,Chris Lebenzon,Crimson Tide ,,,
1995,68,Film Editing,,Richard Francis-Bruce,Seven ,,,
1995,68,Foreign Language Film,,Sweden,All Things Fair ,,,
1995,68,Foreign Language Film,1,The Netherlands,Antonia's Line ,,,
1995,68,Foreign Language Film,,Algeria,Dust of Life ,,,
1995,68,Foreign Language Film,,Brazil,O Quatrilho ,,,
1995,68,Foreign Language Film,,Italy,The Star Maker ,,,
1995,68,Makeup,1,"Peter Frampton, Paul Pattison, Lois Burwell",Braveheart ,,,
1995,68,Makeup,,"Ken Diaz, Mark Sanchez","My Family, Mi Familia ",,,
1995,68,Makeup,,"Greg Cannom, Bob Laden, Colleen Callaghan",Roommates ,,,
1995,68,Music (Original Dramatic Score),,James Horner,Apollo 13 ,,,
1995,68,Music (Original Dramatic Score),,James Horner,Braveheart ,,,
1995,68,Music (Original Dramatic Score),,John Williams,Nixon ,,,
1995,68,Music (Original Dramatic Score),1,Luis Enrique Bacalov,The Postman (Il Postino) ,,,
1995,68,Music (Original Dramatic Score),,Patrick Doyle,Sense and Sensibility ,,,
1995,68,Music (Original Musical or Comedy Score),,Marc Shaiman,The American President ,,,
1995,68,Music (Original Musical or Comedy Score),1,Music by Alan Menken,Pocahontas , Lyrics by Stephen Schwartz, Orchestral Score by Alan Menken,
1995,68,Music (Original Musical or Comedy Score),,John Williams,Sabrina ,,,
1995,68,Music (Original Musical or Comedy Score),,Randy Newman,Toy Story ,,,
1995,68,Music (Original Musical or Comedy Score),,Thomas Newman,Unstrung Heroes ,,,
1995,68,Music (Original Song),1,Music by Alan Menken,"""Colors Of The Wind"" from Pocahontas", Lyric by Stephen Schwartz,,
1995,68,Music (Original Song),,Music and Lyric by Bruce Springsteen,"""Dead Man Walkin'"" from Dead Man Walking",,,
1995,68,Music (Original Song),,"Music and Lyric by Michael Kamen, Bryan Adams and Robert John Lange","""Have You Ever Really Loved A Woman"" from Don Juan DeMarco",,,
1995,68,Music (Original Song),,Music by John Williams,"""Moonlight"" from Sabrina", Lyric by Alan Bergman and Marilyn Bergman,,
1995,68,Music (Original Song),,Music and Lyric by Randy Newman,"""You've Got A Friend In Me"" from Toy Story",,,
1995,68,Best Picture,,"Brian Grazer, Producer",Apollo 13 ,,,
1995,68,Best Picture,,"George Miller, Doug Mitchell and Bill Miller, Producers",Babe ,,,
1995,68,Best Picture,1,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",Braveheart ,,,
1995,68,Best Picture,,"Mario Cecchi Gori, Vittorio Cecchi Gori and Gaetano Daniele, Producers",The Postman (Il Postino) ,,,
1995,68,Best Picture,,"Lindsay Doran, Producer",Sense and Sensibility ,,,
1995,68,Short Film (Animated),,John R. Dilworth,The Chicken from Outer Space ,,,
1995,68,Short Film (Animated),1,Nick Park,A Close Shave ,,,
1995,68,Short Film (Animated),,"Chris Landreth, Robin Bargar",the end ,,,
1995,68,Short Film (Animated),,Alexij Kharitidi,Gagarin ,,,
1995,68,Short Film (Animated),,Chris Bailey,Runaway Brain ,,,
1995,68,Short Film (Live Action),,"Luke Cresswell, Steve McNicholas",Brooms ,,,
1995,68,Short Film (Live Action),,"Griffin Dunne, Thom Colwell",Duke of Groove ,,,
1995,68,Short Film (Live Action),1,"Christine Lahti, Jana Sue Memel",Lieberman in Love ,,,
1995,68,Short Film (Live Action),,"Jeff Goldblum, Tikki Goldberg",Little Surprises ,,,
1995,68,Short Film (Live Action),,"Dianne Houston, Joy Ryan",Tuesday Morning Ride ,,,
1995,68,Sound,1,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",Apollo 13 ,,,
